2075.119385 1
2075.123535 1
2075.127930 1
2075.132324 1
2075.136475 1
2075.140869 1
2075.145264 1
2075.149658 1
2075.153809 1
2075.158203 1
2075.162598 1
2075.166748 1
2075.171143 1
2075.175537 1
2075.179688 1
2075.184082 1
2075.188477 1
2075.192627 1
2075.197021 1
2075.201416 1
2075.205566 1
2075.209961 1
2075.214355 1
2075.218506 1
2075.222900 1
2075.227295 1
2075.231445 1
2075.235840 1
2075.240234 1
2075.244629 1
2075.248779 1
2075.253174 1
2075.257568 1
2075.261719 1
2075.266113 1
2075.270508 1
2075.274658 1
2075.279053 1
2075.283447 1
2075.287598 1
2075.291992 1
2075.296387 1
2075.300537 1
2075.304932 1
2075.309326 1
2075.313477 1
2075.317871 1
2075.322266 1
2075.326660 1
2075.330811 1
2075.335205 1
2075.339600 1
2075.343750 1
2075.348145 1
2075.352539 1
2075.356689 1
2075.361084 1
2075.365479 1
2075.369629 1
2075.374023 1
2075.378418 1
2075.382568 1
2075.386963 1
2075.391357 1
2075.395752 1
2075.399902 1
2075.404297 1
2075.408691 1
2075.412842 1
2075.417236 1
2075.421631 1
2075.425781 1
2075.430176 1
2075.434570 1
2075.438721 1
2075.443115 1
2075.447510 1
2075.451660 1
2075.456055 1
2075.460449 1
2075.464844 1
2075.468994 1
2075.473389 1
2075.477783 1
2075.481934 1
2075.486328 1
2075.490723 1
2075.494873 1
2075.499268 1
2075.503662 1
2075.507812 1
2075.512207 1
2075.516602 1
2075.520752 1
2075.525146 1
2075.529541 1
2075.533936 1
2075.538086 1
2075.542480 1
2075.546875 1
2075.551025 1
2075.555420 1
2075.559814 1
2075.563965 1
2075.568359 1
2075.572754 1
2075.576904 1
2075.581299 1
2075.585693 1
2075.590088 1
2075.594238 1
2075.598633 1
2075.603027 1
2075.607178 1
2075.611572 1
2075.615967 1
2075.620117 1
2075.624512 1
2075.628906 1
2075.633057 1
2075.637451 1
2075.641846 1
2075.645996 1
2075.650391 1
2075.654785 1
2075.659180 1
2075.663330 1
2075.667725 1
2075.672119 1
2075.676270 1
2075.680664 1
2075.685059 1
2075.689209 1
2075.693604 1
2075.697998 1
2075.702148 1
2075.706543 1
2075.710938 1
2075.715332 1
2075.719482 1
2075.723877 1
2075.728271 1
2075.732422 1
2075.736816 1
2075.741211 1
2075.745361 1
2075.749756 1
2075.754150 1
2075.758301 1
2075.762695 1
2075.767090 1
2075.771484 1
2075.775635 1
2075.780029 1
2075.784424 1
2075.788574 1
2075.792969 1
2075.797363 1
2075.801514 1
2075.805908 1
2075.810303 1
2075.814453 1
2075.818848 1
2075.823242 1
2075.827637 1
2075.831787 1
2075.836182 1
2075.840576 1
2075.844727 1
2075.849121 1
2075.853516 1
2075.857666 1
2075.862061 1
2075.866455 1
2075.870850 1
2075.875000 1
2075.879395 1
2075.883789 1
2075.887939 1
2075.892334 1
2075.896729 1
2075.900879 1
2075.905273 1
2075.909668 1
2075.913818 1
2075.918213 1
2075.922607 1
2075.927002 1
2075.931152 1
2075.935547 1
2075.939941 1
2075.944092 1
2075.948486 1
2075.952881 1
2075.957031 1
2075.961426 1
2075.965820 1
2075.970215 1
2075.974365 1
2075.978760 1
2075.983154 1
2075.987305 1
2075.991699 1
2075.996094 1
2076.000244 1
2076.004639 1
2076.009033 1
2076.013184 1
2076.017578 1
2076.021973 1
2076.026367 1
2076.030518 1
2076.034912 1
2076.039307 1
2076.043457 1
2076.047852 1
2076.052246 1
2076.056396 1
2076.060791 1
2076.065186 1
2076.069580 1
2076.073730 1
2076.078125 1
2076.082520 1
2076.086670 1
2076.091064 1
2076.095459 1
2076.099609 1
2076.104004 1
2076.108398 1
2076.112793 1
2076.116943 1
2076.121338 1
2076.125732 1
2076.129883 1
2076.134277 1
2076.138672 1
2076.142822 1
2076.147217 1
2076.151611 1
2076.156006 1
2076.160156 1
2076.164551 1
2076.168945 1
2076.173096 1
2076.177490 1
2076.181885 1
2076.186035 1
2076.190430 1
2076.194824 1
2076.199219 1
2076.203369 1
2076.207764 1
2076.212158 1
2076.216309 1
2076.220703 1
2076.225098 1
2076.229248 1
2076.233643 1
2076.238037 1
2076.242432 1
2076.246582 1
2076.250977 1
2076.255371 1
2076.259521 1
2076.263916 1
2076.268311 1
2076.272461 1
2076.276855 1
2076.281250 1
2076.285645 1
2076.289795 1
2076.294189 1
2076.298584 1
2076.302734 1
2076.307129 1
2076.311523 1
2076.315674 1
2076.320068 1
2076.324463 1
2076.328857 1
2076.333008 1
2076.337402 1
2076.341797 1
2076.345947 1
2076.350342 1
2076.354736 1
2076.359131 1
2076.363281 1
2076.367676 1
2076.372070 1
2076.376221 1
2076.380615 1
2076.385010 1
2076.389160 1
2076.393555 1
2076.397949 1
2076.402344 1
2076.406494 1
2076.410889 1
2076.415283 1
2076.419434 1
2076.423828 1
2076.428223 1
2076.432373 1
2076.436768 1
2076.441162 1
2076.445557 1
2076.449707 1
2076.454102 1
2076.458496 1
2076.462646 1
2076.467041 1
2076.471436 1
2076.475830 1
2076.479980 1
2076.484375 1
2076.488770 1
2076.492920 1
2076.497314 1
2076.501709 1
2076.505859 1
2076.510254 1
2076.514648 1
2076.519043 1
2076.523193 1
2076.527588 1
2076.531982 1
2076.536133 1
2076.540527 1
2076.544922 1
2076.549316 1
2076.553467 1
2076.557861 1
2076.562256 1
2076.566406 1
2076.570801 1
2076.575195 1
2076.579346 1
2076.583740 1
2076.588135 1
2076.592529 1
2076.596680 1
2076.601074 1
2076.605469 1
2076.609619 1
2076.614014 1
2076.618408 1
2076.622803 1
2076.626953 1
2076.631348 1
2076.635742 1
2076.639893 1
2076.644287 1
2076.648682 1
2076.653076 1
2076.657227 1
2076.661621 1
2076.666016 1
2076.670166 1
2076.674561 1
2076.678955 1
2076.683105 1
2076.687500 1
2076.691895 1
2076.696289 1
2076.700439 1
2076.704834 1
2076.709229 1
2076.713379 1
2076.717773 1
2076.722168 1
2076.726562 1
2076.730713 1
2076.735107 1
2076.739502 1
2076.743652 1
2076.748047 1
2076.752441 1
2076.756836 1
2076.760986 1
2076.765381 1
2076.769775 1
2076.773926 1
2076.778320 1
2076.782715 1
2076.786865 1
2076.791260 1
2076.795654 1
2076.800049 1
2076.804199 1
2076.808594 1
2076.812988 1
2076.817139 1
2076.821533 1
2076.825928 1
2076.830322 1
2076.834473 1
2076.838867 1
2076.843262 1
