425 1
425.1 1
425.2 1
425.3 1
425.4 1
425.5 1
425.6 1
425.7 1
425.8 1
425.9 1
426 1
426.1 1
426.2 1
426.3 1
426.4 1
426.5 1
426.6 1
426.7 1
426.8 1
426.9 1
427 1
427.1 1
427.2 1
427.3 1
427.4 1
427.5 1
427.6 1
427.7 1
427.8 1
427.9 1
428 1
428.1 1
428.2 1
428.3 1
428.4 1
428.5 1
428.6 1
428.7 1
428.8 1
428.9 1
429 1
429.1 1
429.2 1
429.3 1
429.4 1
429.5 1
429.6 1
429.7 1
429.8 1
429.9 1
430 1
430.1 1
430.2 1
430.3 1
430.4 1
430.5 1
430.6 1
430.7 1
430.8 1
430.9 1
431 1
431.1 1
431.2 1
431.3 1
431.4 1
431.5 1
431.6 1
431.7 1
431.8 1
431.9 1
432 1
432.1 1
432.2 1
432.3 1
432.4 1
432.5 1
432.6 1
432.7 1
432.8 1
432.9 1
433 1
433.1 1
433.2 1
433.3 1
433.4 1
433.5 1
433.6 1
433.7 1
433.8 1
433.9 1
434 1
434.1 1
434.2 1
434.3 1
434.4 1
434.5 1
434.6 1
434.7 1
434.8 1
434.9 1
435 1
435.1 1
435.2 1
435.3 1
435.4 1
435.5 1
435.6 1
435.7 1
435.8 1
435.9 1
436 1
436.1 1
436.2 1
436.3 1
436.4 1
436.5 1
436.6 1
436.7 1
436.8 1
436.9 1
437 1
437.1 1
437.2 1
437.3 1
437.4 1
437.5 1
437.6 1
437.7 1
437.8 1
437.9 1
438 1
438.1 1
438.2 1
438.3 1
438.4 1
438.5 1
438.6 1
438.7 1
438.8 1
438.9 1
439 1
439.1 1
439.2 1
439.3 1
439.4 1
439.5 1
439.6 1
439.7 1
439.8 1
439.9 1
440 1
440.1 1
440.2 1
440.3 1
440.4 1
440.5 1
440.6 1
440.7 1
440.8 1
440.9 1
441 1
441.1 1
441.2 1
441.3 1
441.4 1
441.5 1
441.6 1
441.7 1
441.8 1
441.9 1
442 1
442.1 1
442.2 1
442.3 1
442.4 1
442.5 1
442.6 1
442.7 1
442.8 1
442.9 1
443 1
443.1 1
443.2 1
443.3 1
443.4 1
443.5 1
443.6 1
443.7 1
443.8 1
443.9 1
444 1
444.1 1
444.2 1
444.3 1
444.4 1
444.5 1
444.6 1
444.7 1
444.8 1
444.9 1
445 1
445.1 1
445.2 1
445.3 1
445.4 1
445.5 1
445.6 1
445.7 1
445.8 1
445.9 1
446 1
446.1 1
446.2 1
446.3 1
446.4 1
446.5 1
446.6 1
446.7 1
446.8 1
446.9 1
447 1
447.1 1
447.2 1
447.3 1
447.4 1
447.5 1
447.6 1
447.7 1
447.8 1
447.9 1
448 1
448.1 1
448.2 1
448.3 1
448.4 1
448.5 1
448.6 1
448.7 1
448.8 1
448.9 1
449 1
449.1 1
449.2 1
449.3 1
449.4 1
449.5 1
449.6 1
449.7 1
449.8 1
449.9 1
450 1
