300.000000 1.0
301.000000 1.0
302.000000 1.0
303.000000 1.0
304.000000 1.0
305.000000 1.0
306.000000 1.0
307.000000 1.0
308.000000 1.0
309.000000 1.0
310.000000 1.0
311.000000 1.0
312.000000 1.0
313.000000 1.0
314.000000 1.0
315.000000 1.0
316.000000 1.0
317.000000 1.0
318.000000 1.0
319.000000 1.0
320.000000 1.0
321.000000 1.0
322.000000 1.0
323.000000 1.0
324.000000 1.0
325.000000 1.0
326.000000 1.0
327.000000 1.0
328.000000 1.0
329.000000 1.0
330.000000 1.0
331.000000 1.0
332.000000 1.0
333.000000 1.0
334.000000 1.0
335.000000 1.0
336.000000 1.0
337.000000 1.0
338.000000 1.0
339.000000 1.0
340.000000 1.0
