  21.000   47.29000  217.600  1.574064e+18  4.769100e+12   3.291750e+17  6.260625e+12   5.197500e+14  2.772000e+09 
  20.000   55.29000  216.700  1.847990e+18  4.768571e+12   3.864410e+17  7.211100e+12   6.101700e+14  2.570110e+09 
  19.000   64.67000  216.700  2.161503e+18  4.390890e+12   4.520670e+17  8.327550e+12   7.137900e+14  2.292780e+09 
  18.000   75.65000  216.700  2.528494e+18  4.015110e+12   5.287700e+17  9.677249e+12   8.349000e+14  1.950630e+09 
  17.000   88.50000  216.700  2.957987e+18  3.513520e+12   6.186399e+17  1.139600e+13   9.768000e+14  1.536240e+09 
  16.000  103.50000  216.700  3.459340e+18  3.012286e+12   7.235580e+17  1.367490e+13   1.142460e+15  1.104378e+09 
  15.000  121.10000  216.700  4.047595e+18  2.634525e+12   8.464500e+17  2.025000e+13   1.336500e+15  6.925500e+08 
  14.000  141.70000  216.700  4.736121e+18  2.383717e+12   9.904510e+17  2.808805e+13   1.563870e+15  3.544772e+08 
  13.000  165.80000  216.700  5.541629e+18  2.132992e+12   1.159114e+18  6.017410e+13   1.830180e+15  2.467970e+08 
  12.000  194.00000  216.700  6.484174e+18  2.008345e+12   1.356201e+18  1.236803e+14   2.141370e+15  2.044035e+08 
  11.000  227.00000  216.800  7.583652e+18  1.630876e+12   1.586101e+18  2.741906e+14   2.504370e+15  1.988318e+08 
  10.000  265.00000  223.300  8.595457e+18  1.129443e+12   1.797818e+18  6.017959e+14   2.838660e+15  2.047276e+08 
   9.000  308.00000  229.700  9.711841e+18  8.910379e+11   2.031271e+18  1.538518e+15   3.207270e+15  2.254808e+08 
   8.000  356.50000  236.200  1.093179e+19  6.526804e+11   2.286460e+18  4.011698e+15   3.610200e+15  2.516200e+08 
   7.000  411.10001  242.700  1.226845e+19  6.151052e+11   2.566520e+18  7.024160e+15   4.052400e+15  2.824400e+08 
   6.000  472.20001  249.200  1.372429e+19  5.645776e+11   2.869570e+18  1.270574e+16   4.530900e+15  3.157900e+08 
   5.000  540.50000  255.700  1.531006e+19  5.772576e+11   3.201880e+18  2.140204e+16   5.055600e+15  3.523600e+08 
   4.000  616.59998  262.200  1.703267e+19  5.771448e+11   3.561360e+18  3.677232e+16   5.623200e+15  3.919200e+08 
   3.000  701.20001  268.700  1.890105e+19  6.274337e+11   3.952190e+18  6.017162e+16   6.240300e+15  4.349300e+08 
   2.000  795.00000  275.200  2.092331e+19  6.778279e+11   4.376460e+18  9.697315e+16   6.910200e+15  4.816201e+08 
   1.500  846.89999  278.450  2.201634e+19  6.778840e+11   4.605315e+18  1.186977e+17   7.271550e+15  5.068050e+08 
   1.250  872.84999  280.075  2.256285e+19  6.779121e+11   4.719742e+18  1.295599e+17   7.452225e+15  5.193975e+08 
   1.000  898.79999  281.700  2.310936e+19  6.779402e+11   4.834170e+18  1.404222e+17   7.632900e+15  5.319900e+08 
   0.900  910.21999  282.350  2.334424e+19  6.779230e+11   4.883285e+18  1.461142e+17   7.710450e+15  5.373950e+08 
   0.800  921.63999  283.000  2.357912e+19  6.779058e+11   4.932400e+18  1.518063e+17   7.788000e+15  5.428000e+08 
   0.700  933.05999  283.650  2.381401e+19  6.778885e+11   4.981515e+18  1.574983e+17   7.865550e+15  5.482050e+08 
   0.600  944.47999  284.300  2.404889e+19  6.778713e+11   5.030630e+18  1.631904e+17   7.943100e+15  5.536100e+08 
   0.500  955.89999  284.950  2.428377e+19  6.778541e+11   5.079745e+18  1.688824e+17   8.020650e+15  5.590150e+08 
   0.400  967.32000  285.600  2.451865e+19  6.778369e+11   5.128860e+18  1.745744e+17   8.098200e+15  5.644200e+08 
   0.300  978.74000  286.250  2.475353e+19  6.778197e+11   5.177975e+18  1.802665e+17   8.175750e+15  5.698250e+08 
   0.200  990.16000  286.900  2.498842e+19  6.778024e+11   5.227090e+18  1.859585e+17   8.253300e+15  5.752300e+08 
   0.100 1001.58000  287.550  2.522330e+19  6.777852e+11   5.276205e+18  1.916506e+17   8.330850e+15  5.806350e+08 
   0.000 1013.00000  288.200  2.545818e+19  6.777680e+11   5.325320e+18  1.973426e+17   8.408400e+15  5.860400e+08 
