20 20 35 1 1
0.100000 0.100000 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27.5 30 32.5 35 37.5 40 42.5 45 47.5 50

 1  1  4 0.000000 0.830000 1.000000
 1  2  4 0.000000 0.830000 1.000000
 1  3  4 0.000000 0.830000 1.000000
 1  4  4 0.000000 0.830000 1.000000
 1  5  4 0.000000 0.830000 1.000000
 1  6  4 0.000000 0.830000 1.000000
 1  7  4 0.000000 0.830000 1.000000
 1  8  4 0.000000 0.830000 1.000000
 1  9  4 0.000000 0.830000 1.000000
 1 10  4 0.000000 0.830000 1.000000
 1 11  4 0.000000 0.830000 1.000000
 1 12  4 0.000000 0.830000 1.000000
 1 13  4 0.000000 0.830000 1.000000
 1 14  4 0.000000 0.830000 1.000000
 1 15  4 16.66667 0.830000 1.000000
 1 16  4 16.66667 0.830000 1.000000
 1 17  4 16.66667 0.830000 1.000000
 1 18  4 16.66667 0.830000 1.000000
 1 19  4 16.66667 0.830000 1.000000
 1 20  4 16.66667 0.830000 1.000000
 2  1  4 0.000000 0.830000 1.000000
 2  2  4 0.000000 0.830000 1.000000
 2  3  4 0.000000 0.830000 1.000000
 2  4  4 0.000000 0.830000 1.000000
 2  5  4 0.000000 0.830000 1.000000
 2  6  4 0.000000 0.830000 1.000000
 2  7  4 0.000000 0.830000 1.000000
 2  8  4 0.000000 0.830000 1.000000
 2  9  4 0.000000 0.830000 1.000000
 2 10  4 0.000000 0.830000 1.000000
 2 11  4 0.000000 0.830000 1.000000
 2 12  4 0.000000 0.830000 1.000000
 2 13  4 0.000000 0.830000 1.000000
 2 14  4 0.000000 0.830000 1.000000
 2 15  4 166.6667 0.830000 1.000000
 2 16  4 166.6667 0.830000 1.000000
 2 17  4 166.6667 0.830000 1.000000
 2 18  4 166.6667 0.830000 1.000000
 2 19  4 166.6667 0.830000 1.000000
 2 20  4 166.6667 0.830000 1.000000
 3  1  4 0.000000 0.830000 1.000000
 3  2  4 0.000000 0.830000 1.000000
 3  3  4 0.000000 0.830000 1.000000
 3  4  4 0.000000 0.830000 1.000000
 3  5  4 0.000000 0.830000 1.000000
 3  6  4 0.000000 0.830000 1.000000
 3  7  4 0.000000 0.830000 1.000000
 3  8  4 0.000000 0.830000 1.000000
 3  9  4 0.000000 0.830000 1.000000
 3 10  4 0.000000 0.830000 1.000000
 3 11  4 0.000000 0.830000 1.000000
 3 12  4 0.000000 0.830000 1.000000
 3 13  4 0.000000 0.830000 1.000000
 3 14  4 0.000000 0.830000 1.000000
 3 15  4 1.666667 0.830000 1.000000
 3 16  4 1.666667 0.830000 1.000000
 3 17  4 1.666667 0.830000 1.000000
 3 18  4 1.666667 0.830000 1.000000
 3 19  4 1.666667 0.830000 1.000000
 3 20  4 1.666667 0.830000 1.000000
 4  1  4 0.000000 0.830000 1.000000
 4  2  4 0.000000 0.830000 1.000000
 4  3  4 0.000000 0.830000 1.000000
 4  4  4 0.000000 0.830000 1.000000
 4  5  4 0.000000 0.830000 1.000000
 4  6  4 0.000000 0.830000 1.000000
 4  7  4 0.000000 0.830000 1.000000
 4  8  4 0.000000 0.830000 1.000000
 4  9  4 0.000000 0.830000 1.000000
 4 10  4 0.000000 0.830000 1.000000
 4 11  4 0.000000 0.830000 1.000000
 4 12  4 0.000000 0.830000 1.000000
 4 13  4 0.000000 0.830000 1.000000
 4 14  4 0.000000 0.830000 1.000000
 4 15  4 100.6667 0.830000 1.000000
 4 16  4 100.6667 0.830000 1.000000
 4 17  4 100.6667 0.830000 1.000000
 4 18  4 100.6667 0.830000 1.000000
 4 19  4 100.6667 0.830000 1.000000
 4 20  4 100.6667 0.830000 1.000000
 5  1  4 0.000000 0.830000 1.000000
 5  2  4 0.000000 0.830000 1.000000
 5  3  4 0.000000 0.830000 1.000000
 5  4  4 0.000000 0.830000 1.000000
 5  5  4 0.000000 0.830000 1.000000
 5  6  4 0.000000 0.830000 1.000000
 5  7  4 0.000000 0.830000 1.000000
 5  8  4 0.000000 0.830000 1.000000
 5  9  4 0.000000 0.830000 1.000000
 5 10  4 0.000000 0.830000 1.000000
 5 11  4 0.000000 0.830000 1.000000
 5 12  4 0.000000 0.830000 1.000000
 5 13  4 0.000000 0.830000 1.000000
 5 14  4 0.000000 0.830000 1.000000
 5 15  4 166.4467 0.830000 1.000000
 5 16  4 166.4467 0.830000 1.000000
 5 17  4 166.4467 0.830000 1.000000
 5 18  4 166.4467 0.830000 1.000000
 5 19  4 166.4467 0.830000 1.000000
 5 20  4 166.4467 0.830000 1.000000
 6  1  4 0.000000 0.830000 1.000000
 6  2  4 0.000000 0.830000 1.000000
 6  3  4 0.000000 0.830000 1.000000
 6  4  4 0.000000 0.830000 1.000000
 6  5  4 0.000000 0.830000 1.000000
 6  6  4 0.000000 0.830000 1.000000
 6  7  4 0.000000 0.830000 1.000000
