# AFGL atmospheric constituent profile. subarctic winter. ( AFGL-TR-86-0110)       
#     z(km)      p(mb)        T(K)    air(cm-3)    o3(cm-3)     o2(cm-3)    h2o(cm-3)    co2(cm-3)     no2(cm-3)
     50.000     0.57190     259.300 1.597458E+16 4.157400E+10 3.341910E+15 7.915050E+10 5.276700E+12 7.083570E+06
     47.500     0.79000     253.200 2.259827E+16 6.783000E+10 4.725491E+15 1.130500E+11 7.461300E+12 1.505826E+07
     45.000     1.11300     247.000 3.263698E+16 1.339060E+11 6.825940E+15 1.633000E+11 1.077780E+13 3.755900E+07
     42.500     1.57000     240.800 4.722316E+16 2.410260E+11 9.877339E+15 2.363000E+11 1.559580E+13 1.025542E+08
     40.000     2.24300     234.700 6.921943E+16 4.086930E+11 1.447743E+16 3.463500E+11 2.285910E+13 2.791581E+08
     37.500     3.23000     228.500 1.023831E+17 6.406250E+11 2.142250E+16 5.125000E+11 3.382500E+13 6.416500E+08
     35.000     4.70100     222.300 1.531661E+17 9.504599E+11 3.203970E+16 7.664999E+11 5.058900E+13 1.116024E+09
     32.500     6.91000     218.500 2.290543E+17 1.352280E+12 4.790280E+16 1.146000E+12 7.563600E+13 1.652532E+09
     30.000    10.20000     216.000 3.420253E+17 1.848420E+12 7.154070E+16 1.711500E+12 1.129590E+14 2.108568E+09
     27.500    15.13000     213.600 5.130379E+17 2.515660E+12 1.073006E+17 2.567000E+12 1.694220E+14 2.469454E+09
     25.000    22.56000     211.200 7.736723E+17 3.638740E+12 1.618078E+17 3.871000E+12 2.554860E+14 2.895508E+09
     24.000    26.49000     211.800 9.058741E+17 4.169900E+12 1.894585E+17 4.532500E+12 2.991450E+14 2.773890E+09
     23.000    31.09000     212.400 1.060176E+18 4.774500E+12 2.217490E+17 5.251950E+12 3.501300E+14 2.737380E+09
     22.000    36.47000     213.000 1.240132E+18 5.212200E+12 2.593690E+17 6.080900E+12 4.095300E+14 2.680560E+09
     21.000    42.77000     213.600 1.450273E+18 5.804000E+12 3.032590E+17 7.037350E+12 4.788300E+14 2.553760E+09
     20.000    50.14000     214.200 1.695418E+18 6.278900E+12 3.546730E+17 8.145601E+12 5.600100E+14 2.358830E+09
     19.000    58.75000     214.800 1.981004E+18 6.144200E+12 4.142380E+17 9.414500E+12 6.540600E+14 2.100920E+09
     18.000    68.82000     215.400 2.314093E+18 5.674200E+12 4.840440E+17 1.088520E+13 7.642800E+14 1.785636E+09
     17.000    80.58000     216.000 2.702000E+18 5.137600E+12 5.651360E+17 1.257360E+13 8.923200E+14 1.403376E+09
     16.000    94.31000     216.600 3.153632E+18 4.734000E+12 6.596040E+17 1.451760E+13 1.041480E+15 1.006764E+09
     15.000   110.30000     217.200 3.678134E+18 4.417200E+12 7.693290E+17 1.674855E+13 1.214730E+15 6.294510E+08
     14.000   129.10001     217.200 4.305051E+18 3.877200E+12 9.003720E+17 1.938600E+13 1.421640E+15 3.222384E+08
     13.000   151.00000     217.200 5.035342E+18 3.275350E+12 1.053151E+18 2.242355E+13 1.662870E+15 2.242355E+08
     12.000   176.60001     217.200 5.889016E+18 2.357200E+12 1.231637E+18 3.535800E+13 1.944690E+15 1.856295E+08
     11.000   206.70000     217.200 6.892749E+18 2.414300E+12 1.441682E+18 6.898000E+13 2.276340E+15 1.807276E+08
     10.000   241.80000     217.200 8.063216E+18 2.420700E+12 1.686421E+18 1.613800E+14 2.662770E+15 1.920422E+08
      9.000   282.89999     217.200 9.433762E+18 1.982400E+12 1.972960E+18 2.809344E+14 3.115200E+15 2.190080E+08
      8.000   330.79999     220.600 1.086105E+19 1.130480E+12 2.271830E+18 3.678408E+14 3.587100E+15 2.500100E+08
      7.000   385.29999     227.300 1.227754E+19 8.912709E+11 2.568610E+18 1.806630E+15 4.055700E+15 2.826700E+08
      6.000   446.70001     234.100 1.382058E+19 6.148818E+11 2.890470E+18 3.276327E+15 4.563900E+15 3.180900E+08
      5.000   515.79999     240.900 1.550802E+19 5.899152E+11 3.243680E+18 6.687568E+15 5.121600E+15 3.569600E+08
      4.000   593.20001     247.700 1.734551E+19 5.647208E+11 3.628240E+18 1.371093E+16 5.728800E+15 3.992800E+08
      3.000   679.79999     252.700 1.948443E+19 5.395650E+11 4.075500E+18 2.273700E+16 6.435000E+15 4.485000E+08
      2.000   777.50000     255.900 2.200604E+19 5.143872E+11 4.602180E+18 3.142254E+16 7.266600E+15 5.064600E+08
      1.000   887.79999     259.100 2.481759E+19 5.146847E+11 5.191560E+18 4.011660E+16 8.197200E+15 5.713200E+08
      0.000  1013.00000     257.200 2.852662E+19 5.144710E+11 5.966950E+18 4.011275E+16 9.421500E+15 6.566500E+08
